year,sex,age,ethnicity,population
2013,both,20-24,chinese,546.5
2013,both,20-24,indian,182.2
2013,both,20-24,other_citizen,25.7
2013,both,20-24,other_noncitizen,544.3
2013,both,25-29,overall,3027.7
2013,both,25-29,bumi_malay,1348.2
2013,both,25-29,bumi_other,316.5
2013,both,25-29,chinese,536.3
2013,both,25-29,indian,181.6
2013,both,25-29,other_citizen,22.5
2013,both,25-29,other_noncitizen,622.9
2013,both,30-34,overall,2522.5
2013,both,30-34,bumi_malay,1142.1
2013,both,30-34,bumi_other,266.3
2013,both,30-34,chinese,513.5
2013,both,30-34,indian,166.7
2013,both,30-34,other_citizen,16.4
2013,both,30-34,other_noncitizen,417.6
2013,both,35-39,overall,2046.8
2013,both,35-39,bumi_malay,910.2
2013,both,35-39,bumi_other,211.7
2013,both,35-39,chinese,469.7
2013,both,35-39,indian,140.1
2013,both,35-39,other_citizen,11.2
2013,both,35-39,other_noncitizen,304
2013,both,40-44,overall,1860.2
2013,both,40-44,bumi_malay,852.5
2013,both,40-44,bumi_other,201.5
2013,both,40-44,chinese,463.6
2013,both,40-44,indian,130.1
2013,both,40-44,other_citizen,10.3
2013,both,40-44,other_noncitizen,202.5
2013,both,45-49,overall,1695.5
2013,both,45-49,bumi_malay,798.3
2013,both,45-49,bumi_other,181.7
2013,both,45-49,chinese,453.1
2013,both,45-49,indian,127
2013,both,45-49,other_citizen,9.9
2013,both,45-49,other_noncitizen,125.4
2013,both,50-54,overall,1496.6
2013,both,50-54,bumi_malay,713.6
2013,both,50-54,bumi_other,155.1
2013,both,50-54,chinese,420.4
2013,both,50-54,indian,118.7
2013,both,50-54,other_citizen,8.9
2013,both,50-54,other_noncitizen,79.9
2013,both,55-59,overall,1212
2013,both,55-59,bumi_malay,582.2
2013,both,55-59,bumi_other,116.8
2013,both,55-59,chinese,363.3
2013,both,55-59,indian,96.2
2013,both,55-59,other_citizen,7.4
2013,both,55-59,other_noncitizen,46.3
2013,both,60-64,overall,929.2
2013,both,60-64,bumi_malay,443.6
2013,both,60-64,bumi_other,78.1
2013,both,60-64,chinese,302.4
2013,both,60-64,indian,71.2
2013,both,60-64,other_citizen,4.8
2013,both,60-64,other_noncitizen,29.2
2013,both,65-69,overall,662.4
2013,both,65-69,bumi_malay,303.1
2013,both,65-69,bumi_other,58.7
2013,both,65-69,chinese,232.7
2013,both,65-69,indian,46.5
2013,both,65-69,other_citizen,3.1
2013,both,65-69,other_noncitizen,18.1
2013,both,70-74,overall,430.3
2013,both,70-74,bumi_malay,193.6
2013,both,70-74,bumi_other,42.2
2013,both,70-74,chinese,156.5
2013,both,70-74,indian,25.3
2013,both,70-74,other_citizen,2.1
2013,both,70-74,other_noncitizen,10.6
2013,both,75-79,overall,290.3
2013,both,75-79,bumi_malay,128.7
2013,both,75-79,bumi_other,27.1
2013,both,75-79,chinese,107.2
2013,both,75-79,indian,18.5
2013,both,75-79,other_citizen,1.3
2013,both,75-79,other_noncitizen,7.5
2013,both,80-84,overall,144.1
2013,both,80-84,bumi_malay,61.9
2013,both,80-84,bumi_other,16.1
2013,both,80-84,chinese,50.6
2013,both,80-84,indian,9.6
2013,both,80-84,other_citizen,0.8
2013,both,80-84,other_noncitizen,5.1
2013,both,85+,overall,122.8
2013,both,85+,bumi_malay,58.3
2013,both,85+,bumi_other,12.9
2013,both,85+,chinese,37
2013,both,85+,indian,7.3
2013,both,85+,other_citizen,0.6
2013,both,85+,other_noncitizen,6.6
2013,female,overall,overall,14608.9
2013,female,overall,bumi_malay,7456.2
2013,female,overall,bumi_other,1738.9
2013,female,overall,chinese,3181.8
2013,female,overall,indian,981.6
2013,female,overall,other_citizen,125.5
2013,female,overall,other_noncitizen,1125.2
2013,female,0-4,overall,1237.3
2013,female,0-4,bumi_malay,733.1
2013,female,0-4,bumi_other,171.1
2013,female,0-4,chinese,192.5
2013,female,0-4,indian,67
2013,female,0-4,other_citizen,20.3
2013,female,0-4,other_noncitizen,53.2
2013,female,09-May,overall,1243.7
2013,female,09-May,bumi_malay,714.8
2013,female,09-May,bumi_other,186.5
2013,female,09-May,chinese,220.1
2013,female,09-May,indian,77
2013,female,09-May,other_citizen,16.5
2013,female,09-May,other_noncitizen,28.7
2013,female,14-Oct,overall,1299.9
2013,female,14-Oct,bumi_malay,743.5
2013,female,14-Oct,bumi_other,184.9
2013,female,14-Oct,chinese,248.2
2013,female,14-Oct,indian,84
2013,female,14-Oct,other_citizen,13.9
2013,female,14-Oct,other_noncitizen,25.4
2013,female,15-19,overall,1389
2013,female,15-19,bumi_malay,738.9
2013,female,15-19,bumi_other,186
2013,female,15-19,chinese,260.2
2013,female,15-19,indian,87.6
2013,female,15-19,other_citizen,12.9
2013,female,15-19,other_noncitizen,103.4
2013,female,20-24,overall,1490.3
2013,female,20-24,bumi_malay,725.9
2013,female,20-24,bumi_other,178.6
2013,female,20-24,chinese,267.6
2013,female,20-24,indian,89.4
2013,female,20-24,other_citizen,12.6
2013,female,20-24,other_noncitizen,216.1
2013,female,25-29,overall,1421.6
2013,female,25-29,bumi_malay,673.6
2013,female,25-29,bumi_other,160.5
2013,female,25-29,chinese,267.3
2013,female,25-29,indian,89.1
2013,female,25-29,other_citizen,11.1
2013,female,25-29,other_noncitizen,220.1
2013,female,30-34,overall,1182.7
2013,female,30-34,bumi_malay,563.6
2013,female,30-34,bumi_other,132.8
2013,female,30-34,chinese,250.2
2013,female,30-34,indian,82.3
2013,female,30-34,other_citizen,8.3
2013,female,30-34,other_noncitizen,145.6
2013,female,35-39,overall,971.9
2013,female,35-39,bumi_malay,450.5
2013,female,35-39,bumi_other,105.3
2013,female,35-39,chinese,224.3
2013,female,35-39,indian,68.6
2013,female,35-39,other_citizen,5.9
2013,female,35-39,other_noncitizen,117.4
2013,female,40-44,overall,912.7
2013,female,40-44,bumi_malay,432.4
2013,female,40-44,bumi_other,99.7
2013,female,40-44,chinese,226.3
2013,female,40-44,indian,66.4
2013,female,40-44,other_citizen,5.5
2013,female,40-44,other_noncitizen,82.6
2013,female,45-49,overall,832.2
2013,female,45-49,bumi_malay,404.2
2013,female,45-49,bumi_other,87.9
2013,female,45-49,chinese,220.7
2013,female,45-49,indian,65
2013,female,45-49,other_citizen,5.1
2013,female,45-49,other_noncitizen,49.3
2013,female,50-54,overall,721.9
2013,female,50-54,bumi_malay,355.5
2013,female,50-54,bumi_other,74.2
2013,female,50-54,chinese,197.1
2013,female,50-54,indian,59.7
2013,female,50-54,other_citizen,4.2
2013,female,50-54,other_noncitizen,31.2
2013,female,55-59,overall,594.7
2013,female,55-59,bumi_malay,295.6
2013,female,55-59,bumi_other,54.4
2013,female,55-59,chinese,173.2
2013,female,55-59,indian,49.6
2013,female,55-59,other_citizen,3.2
2013,female,55-59,other_noncitizen,18.8
2013,female,60-64,overall,459.1
2013,female,60-64,bumi_malay,224.5
2013,female,60-64,bumi_other,37.5
2013,female,60-64,chinese,145.5
2013,female,60-64,indian,37.2
2013,female,60-64,other_citizen,2.1
2013,female,60-64,other_noncitizen,12.4
2013,female,65-69,overall,333.3
2013,female,65-69,bumi_malay,157.2
2013,female,65-69,bumi_other,29.2
2013,female,65-69,chinese,112.3
2013,female,65-69,indian,24.9
2013,female,65-69,other_citizen,1.5
2013,female,65-69,other_noncitizen,8.1
2013,female,70-74,overall,219.6
2013,female,70-74,bumi_malay,103.5
2013,female,70-74,bumi_other,21.3
2013,female,70-74,chinese,75.6
2013,female,70-74,indian,13.8
2013,female,70-74,other_citizen,1
2013,female,70-74,other_noncitizen,4.4
2013,female,75-79,overall,152.6
2013,female,75-79,bumi_malay,70.8
2013,female,75-79,bumi_other,14
2013,female,75-79,chinese,53.4
2013,female,75-79,indian,10.3
2013,female,75-79,other_citizen,0.6
2013,female,75-79,other_noncitizen,3.4
2013,female,80-84,overall,78.5
2013,female,80-84,bumi_malay,34.8
2013,female,80-84,bumi_other,8.5
2013,female,80-84,chinese,26.9
2013,female,80-84,indian,5.6
2013,female,80-84,other_citizen,0.4
2013,female,80-84,other_noncitizen,2.4
2013,female,85+,overall,67.9
2013,female,85+,bumi_malay,33.8
2013,female,85+,bumi_other,6.5
2013,female,85+,chinese,20.3
2013,female,85+,indian,4.1
2013,female,85+,other_citizen,0.3
2013,female,85+,other_noncitizen,2.8
2013,male,overall,overall,15604.8
2013,male,overall,bumi_malay,7566
2013,male,overall,bumi_other,1788
2013,male,overall,chinese,3372.7
2013,male,overall,indian,983.6
2013,male,overall,other_citizen,131.5
2013,male,overall,other_noncitizen,1762.9
2013,male,0-4,overall,1322
2013,male,0-4,bumi_malay,782.2
2013,male,0-4,bumi_other,180.5
2013,male,0-4,chinese,208.5
2013,male,0-4,indian,70.5
2013,male,0-4,other_citizen,21.8
2013,male,0-4,other_noncitizen,58.5
2013,male,09-May,overall,1309.9
2013,male,09-May,bumi_malay,752.2
2013,male,09-May,bumi_other,193.4
2013,male,09-May,chinese,235
2013,male,09-May,indian,79.5
2013,male,09-May,other_citizen,17.8
2013,male,09-May,other_noncitizen,32
2013,male,14-Oct,overall,1370.6
2013,male,14-Oct,bumi_malay,782.7
2013,male,14-Oct,bumi_other,193.8
2013,male,14-Oct,chinese,262.4
2013,male,14-Oct,indian,88.5
2013,male,14-Oct,other_citizen,15
2013,male,14-Oct,other_noncitizen,28.2
2013,male,15-19,overall,1478.8
2013,male,15-19,bumi_malay,770.8
2013,male,15-19,bumi_other,190.5
2013,male,15-19,chinese,274.8
2013,male,15-19,indian,90.1
2013,male,15-19,other_citizen,13.6
2013,male,15-19,other_noncitizen,138.9
2013,male,20-24,overall,1631.7
2013,male,20-24,bumi_malay,741.8
2013,male,20-24,bumi_other,176.9
2013,male,20-24,chinese,278.9
2013,male,20-24,indian,92.8
2013,male,20-24,other_citizen,13.1
2013,male,20-24,other_noncitizen,328.2
2013,male,25-29,overall,1606.1
2013,male,25-29,bumi_malay,674.6
2013,male,25-29,bumi_other,156
2013,male,25-29,chinese,269
2013,male,25-29,indian,92.5
2013,male,25-29,other_citizen,11.4
2013,male,25-29,other_noncitizen,402.8
2013,male,30-34,overall,1339.8
2013,male,30-34,bumi_malay,578.5
2013,male,30-34,bumi_other,133.5
2013,male,30-34,chinese,263.3
2013,male,30-34,indian,84.4
2013,male,30-34,other_citizen,8.1
2013,male,30-34,other_noncitizen,272
2013,male,35-39,overall,1074.9
2013,male,35-39,bumi_malay,459.7
2013,male,35-39,bumi_other,106.4
2013,male,35-39,chinese,245.4
2013,male,35-39,indian,71.5
2013,male,35-39,other_citizen,5.3
2013,male,35-39,other_noncitizen,186.6
2013,male,40-44,overall,947.5
2013,male,40-44,bumi_malay,420.1
2013,male,40-44,bumi_other,101.8
2013,male,40-44,chinese,237.3
2013,male,40-44,indian,63.7
2013,male,40-44,other_citizen,4.8
2013,male,40-44,other_noncitizen,119.9
2013,male,45-49,overall,863.3
2013,male,45-49,bumi_malay,394.1
2013,male,45-49,bumi_other,93.8
2013,male,45-49,chinese,232.4
2013,male,45-49,indian,62
2013,male,45-49,other_citizen,4.8
2013,male,45-49,other_noncitizen,76.1
2013,male,50-54,overall,774.7
2013,male,50-54,bumi_malay,358.1
2013,male,50-54,bumi_other,80.9
2013,male,50-54,chinese,223.3
2013,male,50-54,indian,59
2013,male,50-54,other_citizen,4.7
2013,male,50-54,other_noncitizen,48.7
2013,male,55-59,overall,617.3
2013,male,55-59,bumi_malay,286.6
2013,male,55-59,bumi_other,62.4
2013,male,55-59,chinese,190.1
2013,male,55-59,indian,46.6
2013,male,55-59,other_citizen,4.2
2013,male,55-59,other_noncitizen,27.5
2013,male,60-64,overall,470.1
2013,male,60-64,bumi_malay,219.1
2013,male,60-64,bumi_other,40.6
2013,male,60-64,chinese,156.9
2013,male,60-64,indian,34
2013,male,60-64,other_citizen,2.7
2013,male,60-64,other_noncitizen,16.8
2013,male,65-69,overall,329.1
2013,male,65-69,bumi_malay,145.9
2013,male,65-69,bumi_other,29.5
2013,male,65-69,chinese,120.4
2013,male,65-69,indian,21.6
2013,male,65-69,other_citizen,1.6
2013,male,65-69,other_noncitizen,10
2013,male,70-74,overall,210.7
2013,male,70-74,bumi_malay,90.1
2013,male,70-74,bumi_other,20.9
2013,male,70-74,chinese,80.9
2013,male,70-74,indian,11.5
2013,male,70-74,other_citizen,1.1
2013,male,70-74,other_noncitizen,6.2
2013,male,75-79,overall,137.7
2013,male,75-79,bumi_malay,57.9
2013,male,75-79,bumi_other,13.1
2013,male,75-79,chinese,53.8
2013,male,75-79,indian,8.2
2013,male,75-79,other_citizen,0.7
2013,male,75-79,other_noncitizen,4.1
2013,male,80-84,overall,65.6
2013,male,80-84,bumi_malay,27.1
2013,male,80-84,bumi_other,7.6
2013,male,80-84,chinese,23.7
2013,male,80-84,indian,4
2013,male,80-84,other_citizen,0.4
2013,male,80-84,other_noncitizen,2.7
2013,male,85+,overall,54.9
2013,male,85+,bumi_malay,24.5
2013,male,85+,bumi_other,6.4
2013,male,85+,chinese,16.7
2013,male,85+,indian,3.2
2013,male,85+,other_citizen,0.3
2013,male,85+,other_noncitizen,3.8
2014,both,overall,overall,30708.5
2014,both,overall,bumi_malay,15285.3
2014,both,overall,bumi_other,3581.7
2014,both,overall,chinese,6586.2
2014,both,overall,indian,1977.7
2014,both,overall,other_citizen,265.5
2014,both,overall,other_noncitizen,3012.3
2014,both,0-4,overall,2571.2
2014,both,0-4,bumi_malay,1540.4
2014,both,0-4,bumi_other,338.6
2014,both,0-4,chinese,386.3
2014,both,0-4,indian,132.4
2014,both,0-4,other_citizen,43.3
2014,both,0-4,other_noncitizen,130.3
2014,both,09-May,overall,2536.9
2014,both,09-May,bumi_malay,1462.3
2014,both,09-May,bumi_other,380.1
2014,both,09-May,chinese,444
2014,both,09-May,indian,153.8
2014,both,09-May,other_citizen,35.1
2014,both,09-May,other_noncitizen,61.6
2014,both,14-Oct,overall,2665.5
2014,both,14-Oct,bumi_malay,1525.4
2014,both,14-Oct,bumi_other,382.5
2014,both,14-Oct,chinese,503.3
2014,both,14-Oct,indian,170.4
2014,both,14-Oct,other_citizen,29.7
2014,both,14-Oct,other_noncitizen,54.3
2014,both,15-19,overall,2852.8
2014,both,15-19,bumi_malay,1505.2
2014,both,15-19,bumi_other,374.4
2014,both,15-19,chinese,526.1
2014,both,15-19,indian,175.9
2014,both,15-19,other_citizen,27.5
2014,both,15-19,other_noncitizen,243.8
2014,both,20-24,overall,3182.4
2014,both,20-24,bumi_malay,1495
2014,both,20-24,bumi_other,365.5
2014,both,20-24,chinese,548.8
2014,both,20-24,indian,180.9
2014,both,20-24,other_citizen,25.8
2014,both,20-24,other_noncitizen,566.5
2014,both,25-29,overall,3079.2
2014,both,25-29,bumi_malay,1373.7
2014,both,25-29,bumi_other,321.6
2014,both,25-29,chinese,535.2
2014,both,25-29,indian,180.5
2014,both,25-29,other_citizen,23.1
2014,both,25-29,other_noncitizen,645.2
2014,both,30-34,overall,2643.1
2014,both,30-34,bumi_malay,1204.8
2014,both,30-34,bumi_other,284.6
2014,both,30-34,chinese,526
2014,both,30-34,indian,172.7
2014,both,30-34,other_citizen,17.9
2014,both,30-34,other_noncitizen,437
2014,both,35-39,overall,2095.1
2014,both,35-39,bumi_malay,932.3
2014,both,35-39,bumi_other,215.4
2014,both,35-39,chinese,473.1
2014,both,35-39,indian,143.3
2014,both,35-39,other_citizen,12.5
2014,both,35-39,other_noncitizen,318.6
2014,both,40-44,overall,1880.3
2014,both,40-44,bumi_malay,861.3
2014,both,40-44,bumi_other,204.6
2014,both,40-44,chinese,462.4
2014,both,40-44,indian,131.5
2014,both,40-44,other_citizen,10.3
2014,both,40-44,other_noncitizen,210.4
2014,both,45-49,overall,1713.2
2014,both,45-49,bumi_malay,805.7
2014,both,45-49,bumi_other,185.3
2014,both,45-49,chinese,455
2014,both,45-49,indian,126.8
2014,both,45-49,other_citizen,10
2014,both,45-49,other_noncitizen,130.3
2014,both,50-54,overall,1532.3
2014,both,50-54,bumi_malay,730.6
2014,both,50-54,bumi_other,160.7
2014,both,50-54,chinese,427.2
2014,both,50-54,indian,120.5
2014,both,50-54,other_citizen,9
2014,both,50-54,other_noncitizen,84.2
2014,both,55-59,overall,1260.2
2014,both,55-59,bumi_malay,605
2014,both,55-59,bumi_other,123.3
2014,both,55-59,chinese,374.4
2014,both,55-59,indian,100.2
2014,both,55-59,other_citizen,7.7
2014,both,55-59,other_noncitizen,49.5
2014,both,60-64,overall,962.1
2014,both,60-64,bumi_malay,460.4
2014,both,60-64,bumi_other,82.9
2014,both,60-64,chinese,308.6
2014,both,60-64,indian,74
2014,both,60-64,other_citizen,5.3
2014,both,60-64,other_noncitizen,30.9
2014,both,65-69,overall,708.5
2014,both,65-69,bumi_malay,326.3
2014,both,65-69,bumi_other,60.4
2014,both,65-69,chinese,248.1
2014,both,65-69,indian,51.4
2014,both,65-69,other_citizen,3.3
2014,both,65-69,other_noncitizen,19.2
2014,both,70-74,overall,439.6
2014,both,70-74,bumi_malay,195.9
2014,both,70-74,bumi_other,44.4
2014,both,70-74,chinese,160.3
2014,both,70-74,indian,26.2
2014,both,70-74,other_citizen,2.3
2014,both,70-74,other_noncitizen,10.5
2014,both,75-79,overall,308.1
2014,both,75-79,bumi_malay,137.3
2014,both,75-79,bumi_other,27.1
2014,both,75-79,chinese,115.6
2014,both,75-79,indian,19.2
2014,both,75-79,other_citizen,1.4
2014,both,75-79,other_noncitizen,7.6
2014,both,80-84,overall,148.4
2014,both,80-84,bumi_malay,62.9
2014,both,80-84,bumi_other,16.4
2014,both,80-84,chinese,52.7
2014,both,80-84,indian,10.2
2014,both,80-84,other_citizen,0.8
2014,both,80-84,other_noncitizen,5.3
2014,both,85+,overall,129.5
2014,both,85+,bumi_malay,60.8
2014,both,85+,bumi_other,13.9
2014,both,85+,chinese,39
2014,both,85+,indian,7.9
2014,both,85+,other_citizen,0.8
2014,both,85+,other_noncitizen,7.2
2014,female,overall,overall,14840.7
2014,female,overall,bumi_malay,7586.2
2014,female,overall,bumi_other,1767.5
2014,female,overall,chinese,3199.1
2014,female,overall,indian,989.9
2014,female,overall,other_citizen,129.4
2014,female,overall,other_noncitizen,1168.7
2014,female,0-4,overall,1240.9
2014,female,0-4,bumi_malay,745.2
2014,female,0-4,bumi_other,163.8
2014,female,0-4,chinese,184.8
2014,female,0-4,indian,63.4
2014,female,0-4,other_citizen,21
2014,female,0-4,other_noncitizen,62.7
2014,female,09-May,overall,1234.3
2014,female,09-May,bumi_malay,710.9
2014,female,09-May,bumi_other,186.8
2014,female,09-May,chinese,214.6
2014,female,09-May,indian,76
2014,female,09-May,other_citizen,16.9
2014,female,09-May,other_noncitizen,29.1
2014,female,14-Oct,overall,1297.6
2014,female,14-Oct,bumi_malay,742.8
2014,female,14-Oct,bumi_other,187.4
2014,female,14-Oct,chinese,244.3
2014,female,14-Oct,indian,83.2
2014,female,14-Oct,other_citizen,14.3
2014,female,14-Oct,other_noncitizen,25.5
2014,female,15-19,overall,1378.7
2014,female,15-19,bumi_malay,735.1
2014,female,15-19,bumi_other,184.6
2014,female,15-19,chinese,255.8
2014,female,15-19,indian,86.9
2014,female,15-19,other_citizen,12.9
2014,female,15-19,other_noncitizen,103.5
2014,female,20-24,overall,1513.4
2014,female,20-24,bumi_malay,738.1
2014,female,20-24,bumi_other,182.2
2014,female,20-24,chinese,267.7
2014,female,20-24,indian,90.1
2014,female,20-24,other_citizen,12.7
2014,female,20-24,other_noncitizen,222.6
2014,female,25-29,overall,1444.7
2014,female,25-29,bumi_malay,686.8
2014,female,25-29,bumi_other,164.1
2014,female,25-29,chinese,268
2014,female,25-29,indian,87.9
2014,female,25-29,other_citizen,11.4
2014,female,25-29,other_noncitizen,226.5
2014,female,30-34,overall,1243.6
2014,female,30-34,bumi_malay,596.3
2014,female,30-34,bumi_other,143.4
2014,female,30-34,chinese,257.5
2014,female,30-34,indian,85.8
2014,female,30-34,other_citizen,9
2014,female,30-34,other_noncitizen,151.5
2014,female,35-39,overall,990.3
2014,female,35-39,bumi_malay,459.5
2014,female,35-39,bumi_other,106.8
2014,female,35-39,chinese,226.2
2014,female,35-39,indian,69.8
2014,female,35-39,other_citizen,6.4
2014,female,35-39,other_noncitizen,121.7
2014,female,40-44,overall,919.6
2014,female,40-44,bumi_malay,435.3
2014,female,40-44,bumi_other,101.8
2014,female,40-44,chinese,224.2
2014,female,40-44,indian,66.7
2014,female,40-44,other_citizen,5.5
2014,female,40-44,other_noncitizen,86.2
2014,female,45-49,overall,847.6
2014,female,45-49,bumi_malay,410.6
2014,female,45-49,bumi_other,90.7
2014,female,45-49,chinese,224.3
2014,female,45-49,indian,65.3
2014,female,45-49,other_citizen,5.2
2014,female,45-49,other_noncitizen,51.5
2014,female,50-54,overall,738.8
2014,female,50-54,bumi_malay,363.5
2014,female,50-54,bumi_other,76.5
2014,female,50-54,chinese,200.4
2014,female,50-54,indian,60.8
2014,female,50-54,other_citizen,4.4
2014,female,50-54,other_noncitizen,33.1
2014,female,55-59,overall,619.9
2014,female,55-59,bumi_malay,308
2014,female,55-59,bumi_other,58
2014,female,55-59,chinese,178.5
2014,female,55-59,indian,52
2014,female,55-59,other_citizen,3.4
2014,female,55-59,other_noncitizen,20
2014,female,60-64,overall,476.2
2014,female,60-64,bumi_malay,234.3
2014,female,60-64,bumi_other,39.1
2014,female,60-64,chinese,148.7
2014,female,60-64,indian,38.8
2014,female,60-64,other_citizen,2.3
2014,female,60-64,other_noncitizen,13
2014,female,65-69,overall,357.6
2014,female,65-69,bumi_malay,169.1
2014,female,65-69,bumi_other,30.3
2014,female,65-69,chinese,120.4
2014,female,65-69,indian,27.7
2014,female,65-69,other_citizen,1.6
2014,female,65-69,other_noncitizen,8.6
2014,female,70-74,overall,224.5
2014,female,70-74,bumi_malay,104.8
2014,female,70-74,bumi_other,22.3
2014,female,70-74,chinese,77.7
2014,female,70-74,indian,14.3
2014,female,70-74,other_citizen,1.1
2014,female,70-74,other_noncitizen,4.3
2014,female,75-79,overall,162.2
2014,female,75-79,bumi_malay,75.9
2014,female,75-79,bumi_other,14
2014,female,75-79,chinese,57.5
2014,female,75-79,indian,10.7
2014,female,75-79,other_citizen,0.7
2014,female,75-79,other_noncitizen,3.5
2014,female,80-84,overall,80.2
2014,female,80-84,bumi_malay,35.2
2014,female,80-84,bumi_other,8.6
2014,female,80-84,chinese,27.6
2014,female,80-84,indian,5.9
2014,female,80-84,other_citizen,0.4
2014,female,80-84,other_noncitizen,2.4
2014,female,85+,overall,70.7
2014,female,85+,bumi_malay,34.8
2014,female,85+,bumi_other,7.1
2014,female,85+,chinese,20.9
2014,female,85+,indian,4.4
2014,female,85+,other_citizen,0.4
2014,female,85+,other_noncitizen,3.1
2014,male,overall,overall,15867.8
2014,male,overall,bumi_malay,7699.1
2014,male,overall,bumi_other,1814.2
2014,male,overall,chinese,3387.1
2014,male,overall,indian,987.9
2014,male,overall,other_citizen,136.1
2014,male,overall,other_noncitizen,1843.6
2014,male,0-4,overall,1330.3
2014,male,0-4,bumi_malay,795.2
2014,male,0-4,bumi_other,174.8
2014,male,0-4,chinese,201.5
2014,male,0-4,indian,68.9
2014,male,0-4,other_citizen,22.3
2014,male,0-4,other_noncitizen,67.6
2014,male,09-May,overall,1302.6
2014,male,09-May,bumi_malay,751.4
2014,male,09-May,bumi_other,193.3
2014,male,09-May,chinese,229.4
2014,male,09-May,indian,77.7
2014,male,09-May,other_citizen,18.2
2014,male,09-May,other_noncitizen,32.5
2014,male,14-Oct,overall,1367.9
2014,male,14-Oct,bumi_malay,782.6
2014,male,14-Oct,bumi_other,195.1
2014,male,14-Oct,chinese,259
2014,male,14-Oct,indian,87.1
2014,male,14-Oct,other_citizen,15.4
2014,male,14-Oct,other_noncitizen,28.8
2014,male,15-19,overall,1474.1
2014,male,15-19,bumi_malay,770.1
2014,male,15-19,bumi_other,189.8
2014,male,15-19,chinese,270.3
2014,male,15-19,indian,89
2014,male,15-19,other_citizen,14.6
2014,male,15-19,other_noncitizen,140.3
2014,male,20-24,overall,1669
2014,male,20-24,bumi_malay,756.9
2014,male,20-24,bumi_other,183.3
2014,male,20-24,chinese,281.1
2014,male,20-24,indian,90.8
2014,male,20-24,other_citizen,13.1
2014,male,20-24,other_noncitizen,343.9
2014,male,25-29,overall,1634.5
2014,male,25-29,bumi_malay,686.9
2014,male,25-29,bumi_other,157.5
2014,male,25-29,chinese,267.2
2014,male,25-29,indian,92.6
2014,male,25-29,other_citizen,11.7
2014,male,25-29,other_noncitizen,418.7
2014,male,30-34,overall,1399.5
2014,male,30-34,bumi_malay,608.5
2014,male,30-34,bumi_other,141.2
2014,male,30-34,chinese,268.5
2014,male,30-34,indian,86.9
2014,male,30-34,other_citizen,8.9
2014,male,30-34,other_noncitizen,285.5
2014,male,35-39,overall,1104.8
2014,male,35-39,bumi_malay,472.8
2014,male,35-39,bumi_other,108.6
2014,male,35-39,chinese,246.9
2014,male,35-39,indian,73.5
2014,male,35-39,other_citizen,6.1
2014,male,35-39,other_noncitizen,196.9
2014,male,40-44,overall,960.7
2014,male,40-44,bumi_malay,426
2014,male,40-44,bumi_other,102.8
2014,male,40-44,chinese,238.2
2014,male,40-44,indian,64.8
2014,male,40-44,other_citizen,4.8
2014,male,40-44,other_noncitizen,124.2
2014,male,45-49,overall,865.6
2014,male,45-49,bumi_malay,395.1
2014,male,45-49,bumi_other,94.6
2014,male,45-49,chinese,230.7
2014,male,45-49,indian,61.5
2014,male,45-49,other_citizen,4.8
2014,male,45-49,other_noncitizen,78.8
2014,male,50-54,overall,793.5
2014,male,50-54,bumi_malay,367.1
2014,male,50-54,bumi_other,84.2
2014,male,50-54,chinese,226.8
2014,male,50-54,indian,59.7
2014,male,50-54,other_citizen,4.6
2014,male,50-54,other_noncitizen,51.1
2014,male,55-59,overall,640.3
2014,male,55-59,bumi_malay,297
2014,male,55-59,bumi_other,65.3
2014,male,55-59,chinese,195.9
2014,male,55-59,indian,48.2
2014,male,55-59,other_citizen,4.3
2014,male,55-59,other_noncitizen,29.5
2014,male,60-64,overall,485.9
2014,male,60-64,bumi_malay,226.1
2014,male,60-64,bumi_other,43.8
2014,male,60-64,chinese,159.9
2014,male,60-64,indian,35.2
2014,male,60-64,other_citizen,3
2014,male,60-64,other_noncitizen,17.9
2014,male,65-69,overall,350.9
2014,male,65-69,bumi_malay,157.2
2014,male,65-69,bumi_other,30.1
2014,male,65-69,chinese,127.7
2014,male,65-69,indian,23.7
2014,male,65-69,other_citizen,1.7
2014,male,65-69,other_noncitizen,10.6
2014,male,70-74,overall,215.1
2014,male,70-74,bumi_malay,91.1
2014,male,70-74,bumi_other,22.1
2014,male,70-74,chinese,82.6
2014,male,70-74,indian,11.9
2014,male,70-74,other_citizen,1.2
2014,male,70-74,other_noncitizen,6.2
2014,male,75-79,overall,145.9
2014,male,75-79,bumi_malay,61.4
2014,male,75-79,bumi_other,13.1
2014,male,75-79,chinese,58.1
2014,male,75-79,indian,8.5
2014,male,75-79,other_citizen,0.7
2014,male,75-79,other_noncitizen,4.1
2014,male,80-84,overall,68.2
2014,male,80-84,bumi_malay,27.7
2014,male,80-84,bumi_other,7.8
2014,male,80-84,chinese,25.1
2014,male,80-84,indian,4.3
2014,male,80-84,other_citizen,0.4
2014,male,80-84,other_noncitizen,2.9
2014,male,85+,overall,58.8
2014,male,85+,bumi_malay,26
2014,male,85+,bumi_other,6.8
2014,male,85+,chinese,18.1
2014,male,85+,indian,3.5
2014,male,85+,other_citizen,0.4
2014,male,85+,other_noncitizen,4.1
2015,both,overall,overall,31186.1
2015,both,overall,bumi_malay,15548.8
2015,both,overall,bumi_other,3634.1
2015,both,overall,chinese,6618.8
2015,both,overall,indian,1986.4
2015,both,overall,other_citizen,272.1
